ep_str,r_str,ep,r
Episode 248,Reward: 250.0,248,250
Episode 249,Reward: 800.0,249,800
Episode 250,Reward: 500.0,250,500
Episode 251,Reward: 200.0,251,200
Episode 252,Reward: 550.0,252,550
Episode 253,Reward: 575.0,253,575
Episode 254,Reward: 600.0,254,600
Episode 255,Reward: 425.0,255,425
Episode 256,Reward: 575.0,256,575
Episode 257,Reward: 700.0,257,700
Episode 258,Reward: 550.0,258,550
Episode 259,Reward: 925.0,259,925
Episode 260,Reward: 225.0,260,225
Episode 261,Reward: 150.0,261,150
Episode 262,Reward: 250.0,262,250
Episode 263,Reward: 350.0,263,350
Episode 264,Reward: 450.0,264,450
Episode 265,Reward: 300.0,265,300
Episode 266,Reward: 100.0,266,100
Episode 267,Reward: 450.0,267,450
Episode 268,Reward: 400.0,268,400
Episode 269,Reward: 500.0,269,500
Episode 270,Reward: 250.0,270,250
Episode 271,Reward: 525.0,271,525
Episode 272,Reward: 525.0,272,525
Episode 273,Reward: 925.0,273,925
Episode 274,Reward: 375.0,274,375
Episode 275,Reward: 400.0,275,400
Episode 276,Reward: 625.0,276,625
Episode 277,Reward: 275.0,277,275
Episode 278,Reward: 375.0,278,375
Episode 279,Reward: 625.0,279,625
Episode 280,Reward: 400.0,280,400
Episode 281,Reward: 550.0,281,550
Episode 282,Reward: 175.0,282,175
Episode 283,Reward: 625.0,283,625
Episode 284,Reward: 500.0,284,500
Episode 285,Reward: 800.0,285,800
Episode 286,Reward: 200.0,286,200
Episode 287,Reward: 625.0,287,625
Episode 288,Reward: 500.0,288,500
Episode 289,Reward: 575.0,289,575
Episode 290,Reward: 700.0,290,700
Episode 291,Reward: 600.0,291,600
Episode 292,Reward: 675.0,292,675
Episode 293,Reward: 650.0,293,650
Episode 294,Reward: 300.0,294,300
Episode 295,Reward: 575.0,295,575
Episode 296,Reward: 575.0,296,575
Episode 297,Reward: 575.0,297,575
Episode 298,Reward: 500.0,298,500
Episode 299,Reward: 575.0,299,575
Episode 300,Reward: 550.0,300,550
Episode 301,Reward: 575.0,301,575
Episode 302,Reward: 550.0,302,550
Episode 303,Reward: 575.0,303,575
Episode 304,Reward: 575.0,304,575
Episode 305,Reward: 575.0,305,575
Episode 306,Reward: 550.0,306,550
Episode 307,Reward: 600.0,307,600
Episode 308,Reward: 575.0,308,575
Episode 309,Reward: 450.0,309,450
Episode 310,Reward: 600.0,310,600
Episode 311,Reward: 625.0,311,625
Episode 312,Reward: 475.0,312,475
Episode 313,Reward: 675.0,313,675
Episode 314,Reward: 575.0,314,575
Episode 315,Reward: 625.0,315,625
Episode 316,Reward: 600.0,316,600
Episode 317,Reward: 550.0,317,550
Episode 318,Reward: 575.0,318,575
Episode 319,Reward: 500.0,319,500
Episode 320,Reward: 525.0,320,525
Episode 321,Reward: 550.0,321,550
Episode 322,Reward: 600.0,322,600
Episode 323,Reward: 575.0,323,575
Episode 324,Reward: 625.0,324,625
Episode 325,Reward: 250.0,325,250
Episode 326,Reward: 575.0,326,575
Episode 327,Reward: 350.0,327,350
Episode 328,Reward: 550.0,328,550
Episode 329,Reward: 550.0,329,550
Episode 330,Reward: 575.0,330,575
Episode 331,Reward: 400.0,331,400
Episode 332,Reward: 575.0,332,575
Episode 333,Reward: 525.0,333,525
Episode 334,Reward: 650.0,334,650
Episode 335,Reward: 625.0,335,625
Episode 336,Reward: 575.0,336,575
Episode 337,Reward: 525.0,337,525
Episode 338,Reward: 400.0,338,400
Episode 339,Reward: 550.0,339,550
Episode 340,Reward: 475.0,340,475
Episode 341,Reward: 625.0,341,625
Episode 342,Reward: 650.0,342,650
Episode 343,Reward: 525.0,343,525
Episode 344,Reward: 575.0,344,575
Episode 345,Reward: 600.0,345,600
Episode 346,Reward: 575.0,346,575
Episode 347,Reward: 550.0,347,550
Episode 348,Reward: 600.0,348,600
Episode 349,Reward: 575.0,349,575
Episode 350,Reward: 675.0,350,675
Episode 351,Reward: 525.0,351,525
Episode 352,Reward: 550.0,352,550
Episode 353,Reward: 600.0,353,600
Episode 354,Reward: 575.0,354,575
Episode 355,Reward: 575.0,355,575
Episode 356,Reward: 425.0,356,425
Episode 357,Reward: 600.0,357,600
Episode 358,Reward: 650.0,358,650
Episode 359,Reward: 575.0,359,575
Episode 360,Reward: 1225.0,360,1225
Episode 361,Reward: 600.0,361,600
Episode 362,Reward: 625.0,362,625
Episode 363,Reward: 600.0,363,600
Episode 364,Reward: 400.0,364,400
Episode 365,Reward: 500.0,365,500
Episode 366,Reward: 575.0,366,575
Episode 367,Reward: 350.0,367,350
Episode 368,Reward: 650.0,368,650
Episode 369,Reward: 375.0,369,375
Episode 370,Reward: 575.0,370,575
Episode 371,Reward: 700.0,371,700
Episode 372,Reward: 325.0,372,325
Episode 373,Reward: 575.0,373,575
Episode 374,Reward: 250.0,374,250
Episode 375,Reward: 600.0,375,600
Episode 376,Reward: 550.0,376,550
Episode 377,Reward: 550.0,377,550
Episode 378,Reward: 575.0,378,575
Episode 379,Reward: 600.0,379,600
Episode 380,Reward: 600.0,380,600
Episode 381,Reward: 475.0,381,475
Episode 382,Reward: 475.0,382,475
Episode 383,Reward: 575.0,383,575
Episode 384,Reward: 575.0,384,575
Episode 385,Reward: 575.0,385,575
Episode 386,Reward: 575.0,386,575
Episode 387,Reward: 700.0,387,700
Episode 388,Reward: 575.0,388,575
Episode 389,Reward: 550.0,389,550
Episode 390,Reward: 450.0,390,450
Episode 391,Reward: 600.0,391,600
Episode 392,Reward: 500.0,392,500
Episode 393,Reward: 450.0,393,450
